item_id,order_id,product_id,product_name,category,quantity,unit_price,cost_price
ITEM001963,ORD00786,PROD010,Sunglasses,Accessories,2,1299,300
ITEM001964,ORD00786,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM001965,ORD00787,PROD006,Face Wash,Beauty,1,299,60
ITEM001966,ORD00787,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM001967,ORD00787,PROD007,Notebook Set,Stationery,1,199,40
ITEM001968,ORD00787,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM001969,ORD00788,PROD013,Coffee Maker,Kitchen,1,3499,850
ITEM001970,ORD00789,PROD006,Face Wash,Beauty,3,299,60
ITEM001971,ORD00789,PROD004,Backpack,Bags,2,1899,450
ITEM001972,ORD00790,PROD014,Mouse Pad,Electronics,1,249,50
ITEM001973,ORD00790,PROD013,Coffee Maker,Kitchen,2,3499,850
ITEM001974,ORD00791,PROD007,Notebook Set,Stationery,2,199,40
ITEM001975,ORD00791,PROD014,Mouse Pad,Electronics,1,249,50
ITEM001976,ORD00791,PROD010,Sunglasses,Accessories,1,1299,300
ITEM001977,ORD00791,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM001978,ORD00792,PROD004,Backpack,Bags,2,1899,450
ITEM001979,ORD00792,PROD009,Water Bottle,Sports,1,399,80
ITEM001980,ORD00792,PROD010,Sunglasses,Accessories,2,1299,300
ITEM001981,ORD00792,PROD014,Mouse Pad,Electronics,1,249,50
ITEM001982,ORD00793,PROD004,Backpack,Bags,2,1899,450
ITEM001983,ORD00793,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM001984,ORD00793,PROD014,Mouse Pad,Electronics,1,249,50
ITEM001985,ORD00793,PROD009,Water Bottle,Sports,2,399,80
ITEM001986,ORD00794,PROD006,Face Wash,Beauty,3,299,60
ITEM001987,ORD00794,PROD004,Backpack,Bags,2,1899,450
ITEM001988,ORD00794,PROD007,Notebook Set,Stationery,2,199,40
ITEM001989,ORD00795,PROD015,Moisturizer,Beauty,3,499,100
ITEM001990,ORD00796,PROD007,Notebook Set,Stationery,2,199,40
ITEM001991,ORD00796,PROD004,Backpack,Bags,3,1899,450
ITEM001992,ORD00796,PROD015,Moisturizer,Beauty,2,499,100
ITEM001993,ORD00796,PROD002,Running Shoes,Footwear,3,2999,600
ITEM001994,ORD00797,PROD003,Yoga Mat,Sports,3,799,180
ITEM001995,ORD00798,PROD003,Yoga Mat,Sports,2,799,180
ITEM001996,ORD00799,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM001997,ORD00799,PROD009,Water Bottle,Sports,2,399,80
ITEM001998,ORD00799,PROD002,Running Shoes,Footwear,2,2999,600
ITEM001999,ORD00800,PROD003,Yoga Mat,Sports,2,799,180
ITEM002000,ORD00801,PROD014,Mouse Pad,Electronics,2,249,50
ITEM002001,ORD00801,PROD004,Backpack,Bags,1,1899,450
ITEM002002,ORD00802,PROD010,Sunglasses,Accessories,1,1299,300
ITEM002003,ORD00802,PROD004,Backpack,Bags,1,1899,450
ITEM002004,ORD00802,PROD009,Water Bottle,Sports,2,399,80
ITEM002005,ORD00803,PROD009,Water Bottle,Sports,2,399,80
ITEM002006,ORD00803,PROD006,Face Wash,Beauty,3,299,60
ITEM002007,ORD00804,PROD011,Bluetooth Speaker,Electronics,2,2499,580
ITEM002008,ORD00804,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM002009,ORD00804,PROD006,Face Wash,Beauty,1,299,60
ITEM002010,ORD00805,PROD015,Moisturizer,Beauty,1,499,100
ITEM002011,ORD00805,PROD010,Sunglasses,Accessories,3,1299,300
ITEM002012,ORD00806,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002013,ORD00806,PROD001,Wireless Earbuds,Electronics,1,1499,350
ITEM002014,ORD00806,PROD004,Backpack,Bags,3,1899,450
ITEM002015,ORD00806,PROD003,Yoga Mat,Sports,3,799,180
ITEM002016,ORD00807,PROD007,Notebook Set,Stationery,3,199,40
ITEM002017,ORD00807,PROD013,Coffee Maker,Kitchen,2,3499,850
ITEM002018,ORD00807,PROD009,Water Bottle,Sports,2,399,80
ITEM002019,ORD00807,PROD002,Running Shoes,Footwear,2,2999,600
ITEM002020,ORD00808,PROD009,Water Bottle,Sports,3,399,80
ITEM002021,ORD00808,PROD001,Wireless Earbuds,Electronics,3,1499,350
ITEM002022,ORD00809,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002023,ORD00809,PROD007,Notebook Set,Stationery,1,199,40
ITEM002024,ORD00809,PROD004,Backpack,Bags,2,1899,450
ITEM002025,ORD00810,PROD008,Desk Lamp,Home Decor,1,999,220
ITEM002026,ORD00810,PROD002,Running Shoes,Footwear,2,2999,600
ITEM002027,ORD00810,PROD014,Mouse Pad,Electronics,2,249,50
ITEM002028,ORD00810,PROD009,Water Bottle,Sports,1,399,80
ITEM002029,ORD00811,PROD003,Yoga Mat,Sports,1,799,180
ITEM002030,ORD00812,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM002031,ORD00813,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM002032,ORD00813,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002033,ORD00814,PROD007,Notebook Set,Stationery,1,199,40
ITEM002034,ORD00815,PROD015,Moisturizer,Beauty,1,499,100
ITEM002035,ORD00815,PROD004,Backpack,Bags,2,1899,450
ITEM002036,ORD00816,PROD014,Mouse Pad,Electronics,3,249,50
ITEM002037,ORD00816,PROD004,Backpack,Bags,1,1899,450
ITEM002038,ORD00816,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM002039,ORD00817,PROD009,Water Bottle,Sports,3,399,80
ITEM002040,ORD00817,PROD002,Running Shoes,Footwear,2,2999,600
ITEM002041,ORD00817,PROD006,Face Wash,Beauty,2,299,60
ITEM002042,ORD00817,PROD013,Coffee Maker,Kitchen,1,3499,850
ITEM002043,ORD00818,PROD006,Face Wash,Beauty,2,299,60
ITEM002044,ORD00819,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM002045,ORD00819,PROD004,Backpack,Bags,2,1899,450
ITEM002046,ORD00820,PROD007,Notebook Set,Stationery,3,199,40
ITEM002047,ORD00820,PROD005,Smartwatch,Electronics,3,4999,1200
ITEM002048,ORD00821,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM002049,ORD00821,PROD002,Running Shoes,Footwear,3,2999,600
ITEM002050,ORD00822,PROD006,Face Wash,Beauty,3,299,60
ITEM002051,ORD00822,PROD003,Yoga Mat,Sports,2,799,180
ITEM002052,ORD00823,PROD010,Sunglasses,Accessories,3,1299,300
ITEM002053,ORD00824,PROD004,Backpack,Bags,2,1899,450
ITEM002054,ORD00825,PROD010,Sunglasses,Accessories,1,1299,300
ITEM002055,ORD00825,PROD002,Running Shoes,Footwear,1,2999,600
ITEM002056,ORD00826,PROD004,Backpack,Bags,3,1899,450
ITEM002057,ORD00827,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM002058,ORD00827,PROD006,Face Wash,Beauty,3,299,60
ITEM002059,ORD00828,PROD004,Backpack,Bags,1,1899,450
ITEM002060,ORD00829,PROD013,Coffee Maker,Kitchen,3,3499,850
ITEM002061,ORD00829,PROD011,Bluetooth Speaker,Electronics,2,2499,580
ITEM002062,ORD00830,PROD002,Running Shoes,Footwear,1,2999,600
ITEM002063,ORD00831,PROD003,Yoga Mat,Sports,1,799,180
ITEM002064,ORD00831,PROD002,Running Shoes,Footwear,3,2999,600
ITEM002065,ORD00832,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM002066,ORD00832,PROD003,Yoga Mat,Sports,2,799,180
ITEM002067,ORD00832,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002068,ORD00832,PROD004,Backpack,Bags,2,1899,450
ITEM002069,ORD00833,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM002070,ORD00833,PROD014,Mouse Pad,Electronics,2,249,50
ITEM002071,ORD00834,PROD007,Notebook Set,Stationery,1,199,40
ITEM002072,ORD00834,PROD009,Water Bottle,Sports,2,399,80
ITEM002073,ORD00834,PROD010,Sunglasses,Accessories,2,1299,300
ITEM002074,ORD00834,PROD012,Casual T-Shirt,Clothing,1,599,120
ITEM002075,ORD00835,PROD009,Water Bottle,Sports,2,399,80
ITEM002076,ORD00835,PROD012,Casual T-Shirt,Clothing,2,599,120
ITEM002077,ORD00836,PROD002,Running Shoes,Footwear,1,2999,600
ITEM002078,ORD00836,PROD006,Face Wash,Beauty,1,299,60
ITEM002079,ORD00836,PROD003,Yoga Mat,Sports,3,799,180
ITEM002080,ORD00836,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002081,ORD00837,PROD007,Notebook Set,Stationery,3,199,40
ITEM002082,ORD00837,PROD015,Moisturizer,Beauty,1,499,100
ITEM002083,ORD00837,PROD014,Mouse Pad,Electronics,2,249,50
ITEM002084,ORD00837,PROD012,Casual T-Shirt,Clothing,1,599,120
ITEM002085,ORD00838,PROD015,Moisturizer,Beauty,2,499,100
ITEM002086,ORD00838,PROD010,Sunglasses,Accessories,3,1299,300
ITEM002087,ORD00838,PROD003,Yoga Mat,Sports,3,799,180
ITEM002088,ORD00838,PROD004,Backpack,Bags,2,1899,450
ITEM002089,ORD00839,PROD012,Casual T-Shirt,Clothing,1,599,120
ITEM002090,ORD00839,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM002091,ORD00839,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM002092,ORD00840,PROD012,Casual T-Shirt,Clothing,2,599,120
ITEM002093,ORD00841,PROD005,Smartwatch,Electronics,1,4999,1200
ITEM002094,ORD00841,PROD004,Backpack,Bags,1,1899,450
ITEM002095,ORD00842,PROD007,Notebook Set,Stationery,1,199,40
ITEM002096,ORD00842,PROD012,Casual T-Shirt,Clothing,2,599,120
ITEM002097,ORD00842,PROD010,Sunglasses,Accessories,2,1299,300
ITEM002098,ORD00842,PROD002,Running Shoes,Footwear,3,2999,600
ITEM002099,ORD00843,PROD010,Sunglasses,Accessories,1,1299,300
ITEM002100,ORD00843,PROD005,Smartwatch,Electronics,3,4999,1200
ITEM002101,ORD00843,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002102,ORD00843,PROD007,Notebook Set,Stationery,2,199,40
ITEM002103,ORD00844,PROD012,Casual T-Shirt,Clothing,2,599,120
ITEM002104,ORD00844,PROD004,Backpack,Bags,1,1899,450
ITEM002105,ORD00844,PROD015,Moisturizer,Beauty,1,499,100
ITEM002106,ORD00845,PROD009,Water Bottle,Sports,1,399,80
ITEM002107,ORD00845,PROD007,Notebook Set,Stationery,3,199,40
ITEM002108,ORD00845,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM002109,ORD00845,PROD005,Smartwatch,Electronics,1,4999,1200
ITEM002110,ORD00846,PROD008,Desk Lamp,Home Decor,1,999,220
ITEM002111,ORD00847,PROD005,Smartwatch,Electronics,1,4999,1200
ITEM002112,ORD00847,PROD014,Mouse Pad,Electronics,3,249,50
ITEM002113,ORD00848,PROD002,Running Shoes,Footwear,1,2999,600
ITEM002114,ORD00848,PROD007,Notebook Set,Stationery,2,199,40
ITEM002115,ORD00848,PROD015,Moisturizer,Beauty,2,499,100
ITEM002116,ORD00849,PROD001,Wireless Earbuds,Electronics,3,1499,350
ITEM002117,ORD00850,PROD004,Backpack,Bags,3,1899,450
ITEM002118,ORD00851,PROD008,Desk Lamp,Home Decor,2,999,220
ITEM002119,ORD00851,PROD013,Coffee Maker,Kitchen,1,3499,850
ITEM002120,ORD00851,PROD006,Face Wash,Beauty,2,299,60
ITEM002121,ORD00851,PROD010,Sunglasses,Accessories,3,1299,300
ITEM002122,ORD00852,PROD006,Face Wash,Beauty,2,299,60
ITEM002123,ORD00853,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002124,ORD00853,PROD014,Mouse Pad,Electronics,1,249,50
ITEM002125,ORD00853,PROD003,Yoga Mat,Sports,2,799,180
ITEM002126,ORD00853,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM002127,ORD00854,PROD009,Water Bottle,Sports,1,399,80
ITEM002128,ORD00854,PROD007,Notebook Set,Stationery,3,199,40
ITEM002129,ORD00854,PROD011,Bluetooth Speaker,Electronics,2,2499,580
ITEM002130,ORD00854,PROD004,Backpack,Bags,1,1899,450
ITEM002131,ORD00855,PROD004,Backpack,Bags,2,1899,450
ITEM002132,ORD00855,PROD010,Sunglasses,Accessories,2,1299,300
ITEM002133,ORD00855,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM002134,ORD00855,PROD007,Notebook Set,Stationery,3,199,40
ITEM002135,ORD00856,PROD005,Smartwatch,Electronics,3,4999,1200
ITEM002136,ORD00856,PROD010,Sunglasses,Accessories,3,1299,300
ITEM002137,ORD00856,PROD004,Backpack,Bags,1,1899,450
ITEM002138,ORD00856,PROD012,Casual T-Shirt,Clothing,1,599,120
ITEM002139,ORD00857,PROD014,Mouse Pad,Electronics,1,249,50
ITEM002140,ORD00857,PROD011,Bluetooth Speaker,Electronics,2,2499,580
ITEM002141,ORD00857,PROD009,Water Bottle,Sports,3,399,80
ITEM002142,ORD00858,PROD004,Backpack,Bags,1,1899,450
ITEM002143,ORD00858,PROD003,Yoga Mat,Sports,2,799,180
ITEM002144,ORD00859,PROD015,Moisturizer,Beauty,3,499,100
ITEM002145,ORD00859,PROD006,Face Wash,Beauty,2,299,60
ITEM002146,ORD00860,PROD011,Bluetooth Speaker,Electronics,2,2499,580
ITEM002147,ORD00861,PROD014,Mouse Pad,Electronics,2,249,50
ITEM002148,ORD00861,PROD004,Backpack,Bags,2,1899,450
ITEM002149,ORD00861,PROD010,Sunglasses,Accessories,3,1299,300
ITEM002150,ORD00862,PROD013,Coffee Maker,Kitchen,2,3499,850
ITEM002151,ORD00862,PROD004,Backpack,Bags,3,1899,450
ITEM002152,ORD00862,PROD014,Mouse Pad,Electronics,3,249,50
ITEM002153,ORD00862,PROD005,Smartwatch,Electronics,1,4999,1200
ITEM002154,ORD00863,PROD003,Yoga Mat,Sports,2,799,180
ITEM002155,ORD00863,PROD014,Mouse Pad,Electronics,1,249,50
ITEM002156,ORD00863,PROD006,Face Wash,Beauty,3,299,60
ITEM002157,ORD00864,PROD007,Notebook Set,Stationery,3,199,40
ITEM002158,ORD00864,PROD006,Face Wash,Beauty,3,299,60
ITEM002159,ORD00864,PROD013,Coffee Maker,Kitchen,3,3499,850
ITEM002160,ORD00864,PROD014,Mouse Pad,Electronics,3,249,50
ITEM002161,ORD00865,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM002162,ORD00865,PROD009,Water Bottle,Sports,3,399,80
ITEM002163,ORD00865,PROD008,Desk Lamp,Home Decor,2,999,220
ITEM002164,ORD00865,PROD006,Face Wash,Beauty,1,299,60
ITEM002165,ORD00866,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002166,ORD00866,PROD011,Bluetooth Speaker,Electronics,2,2499,580
ITEM002167,ORD00867,PROD005,Smartwatch,Electronics,3,4999,1200
ITEM002168,ORD00868,PROD005,Smartwatch,Electronics,1,4999,1200
ITEM002169,ORD00868,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002170,ORD00868,PROD007,Notebook Set,Stationery,1,199,40
ITEM002171,ORD00868,PROD001,Wireless Earbuds,Electronics,3,1499,350
ITEM002172,ORD00869,PROD014,Mouse Pad,Electronics,1,249,50
ITEM002173,ORD00869,PROD008,Desk Lamp,Home Decor,1,999,220
ITEM002174,ORD00870,PROD007,Notebook Set,Stationery,1,199,40
ITEM002175,ORD00870,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM002176,ORD00870,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM002177,ORD00871,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002178,ORD00871,PROD014,Mouse Pad,Electronics,1,249,50
ITEM002179,ORD00872,PROD008,Desk Lamp,Home Decor,2,999,220
ITEM002180,ORD00872,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM002181,ORD00872,PROD003,Yoga Mat,Sports,1,799,180
ITEM002182,ORD00873,PROD006,Face Wash,Beauty,1,299,60
ITEM002183,ORD00874,PROD015,Moisturizer,Beauty,1,499,100
ITEM002184,ORD00874,PROD001,Wireless Earbuds,Electronics,1,1499,350
ITEM002185,ORD00875,PROD010,Sunglasses,Accessories,1,1299,300
ITEM002186,ORD00875,PROD007,Notebook Set,Stationery,1,199,40
ITEM002187,ORD00875,PROD003,Yoga Mat,Sports,2,799,180
ITEM002188,ORD00876,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM002189,ORD00876,PROD012,Casual T-Shirt,Clothing,1,599,120
ITEM002190,ORD00877,PROD005,Smartwatch,Electronics,1,4999,1200
ITEM002191,ORD00877,PROD011,Bluetooth Speaker,Electronics,2,2499,580
ITEM002192,ORD00877,PROD014,Mouse Pad,Electronics,3,249,50
ITEM002193,ORD00877,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM002194,ORD00878,PROD001,Wireless Earbuds,Electronics,3,1499,350
ITEM002195,ORD00878,PROD010,Sunglasses,Accessories,3,1299,300
ITEM002196,ORD00879,PROD007,Notebook Set,Stationery,3,199,40
ITEM002197,ORD00879,PROD008,Desk Lamp,Home Decor,1,999,220
ITEM002198,ORD00880,PROD012,Casual T-Shirt,Clothing,2,599,120
ITEM002199,ORD00881,PROD007,Notebook Set,Stationery,2,199,40
ITEM002200,ORD00882,PROD013,Coffee Maker,Kitchen,1,3499,850
ITEM002201,ORD00883,PROD001,Wireless Earbuds,Electronics,1,1499,350
ITEM002202,ORD00883,PROD009,Water Bottle,Sports,3,399,80
ITEM002203,ORD00884,PROD002,Running Shoes,Footwear,1,2999,600
ITEM002204,ORD00884,PROD009,Water Bottle,Sports,3,399,80
ITEM002205,ORD00885,PROD007,Notebook Set,Stationery,2,199,40
ITEM002206,ORD00885,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM002207,ORD00886,PROD010,Sunglasses,Accessories,3,1299,300
ITEM002208,ORD00886,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM002209,ORD00887,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM002210,ORD00888,PROD010,Sunglasses,Accessories,3,1299,300
ITEM002211,ORD00888,PROD009,Water Bottle,Sports,3,399,80
ITEM002212,ORD00889,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM002213,ORD00889,PROD007,Notebook Set,Stationery,3,199,40
ITEM002214,ORD00889,PROD011,Bluetooth Speaker,Electronics,2,2499,580
ITEM002215,ORD00890,PROD009,Water Bottle,Sports,3,399,80
ITEM002216,ORD00890,PROD004,Backpack,Bags,3,1899,450
ITEM002217,ORD00891,PROD007,Notebook Set,Stationery,2,199,40
ITEM002218,ORD00891,PROD014,Mouse Pad,Electronics,1,249,50
ITEM002219,ORD00892,PROD002,Running Shoes,Footwear,2,2999,600
ITEM002220,ORD00892,PROD005,Smartwatch,Electronics,1,4999,1200
ITEM002221,ORD00893,PROD006,Face Wash,Beauty,1,299,60
ITEM002222,ORD00894,PROD007,Notebook Set,Stationery,1,199,40
ITEM002223,ORD00895,PROD010,Sunglasses,Accessories,3,1299,300
ITEM002224,ORD00895,PROD014,Mouse Pad,Electronics,2,249,50
ITEM002225,ORD00895,PROD013,Coffee Maker,Kitchen,3,3499,850
ITEM002226,ORD00896,PROD015,Moisturizer,Beauty,1,499,100
ITEM002227,ORD00897,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM002228,ORD00897,PROD010,Sunglasses,Accessories,1,1299,300
ITEM002229,ORD00897,PROD003,Yoga Mat,Sports,1,799,180
ITEM002230,ORD00897,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM002231,ORD00898,PROD015,Moisturizer,Beauty,1,499,100
ITEM002232,ORD00899,PROD012,Casual T-Shirt,Clothing,2,599,120
ITEM002233,ORD00899,PROD008,Desk Lamp,Home Decor,2,999,220
ITEM002234,ORD00899,PROD003,Yoga Mat,Sports,2,799,180
ITEM002235,ORD00899,PROD014,Mouse Pad,Electronics,3,249,50
ITEM002236,ORD00900,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM002237,ORD00900,PROD014,Mouse Pad,Electronics,3,249,50
ITEM002238,ORD00900,PROD002,Running Shoes,Footwear,1,2999,600
ITEM002239,ORD00901,PROD003,Yoga Mat,Sports,3,799,180
ITEM002240,ORD00902,PROD007,Notebook Set,Stationery,2,199,40
ITEM002241,ORD00903,PROD007,Notebook Set,Stationery,1,199,40
ITEM002242,ORD00904,PROD004,Backpack,Bags,3,1899,450
ITEM002243,ORD00904,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002244,ORD00904,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM002245,ORD00905,PROD011,Bluetooth Speaker,Electronics,2,2499,580
ITEM002246,ORD00905,PROD013,Coffee Maker,Kitchen,1,3499,850
ITEM002247,ORD00906,PROD007,Notebook Set,Stationery,2,199,40
ITEM002248,ORD00907,PROD014,Mouse Pad,Electronics,2,249,50
ITEM002249,ORD00907,PROD009,Water Bottle,Sports,2,399,80
ITEM002250,ORD00908,PROD001,Wireless Earbuds,Electronics,3,1499,350
ITEM002251,ORD00908,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002252,ORD00909,PROD015,Moisturizer,Beauty,2,499,100
ITEM002253,ORD00909,PROD010,Sunglasses,Accessories,2,1299,300
ITEM002254,ORD00909,PROD008,Desk Lamp,Home Decor,1,999,220
ITEM002255,ORD00909,PROD001,Wireless Earbuds,Electronics,1,1499,350
ITEM002256,ORD00910,PROD006,Face Wash,Beauty,1,299,60
ITEM002257,ORD00910,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM002258,ORD00910,PROD002,Running Shoes,Footwear,1,2999,600
ITEM002259,ORD00910,PROD007,Notebook Set,Stationery,2,199,40
ITEM002260,ORD00911,PROD004,Backpack,Bags,3,1899,450
ITEM002261,ORD00911,PROD008,Desk Lamp,Home Decor,2,999,220
ITEM002262,ORD00911,PROD007,Notebook Set,Stationery,1,199,40
ITEM002263,ORD00912,PROD003,Yoga Mat,Sports,1,799,180
ITEM002264,ORD00912,PROD015,Moisturizer,Beauty,1,499,100
ITEM002265,ORD00912,PROD006,Face Wash,Beauty,1,299,60
ITEM002266,ORD00912,PROD012,Casual T-Shirt,Clothing,2,599,120
ITEM002267,ORD00913,PROD007,Notebook Set,Stationery,3,199,40
ITEM002268,ORD00913,PROD012,Casual T-Shirt,Clothing,2,599,120
ITEM002269,ORD00913,PROD006,Face Wash,Beauty,1,299,60
ITEM002270,ORD00913,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM002271,ORD00914,PROD013,Coffee Maker,Kitchen,3,3499,850
ITEM002272,ORD00914,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM002273,ORD00914,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002274,ORD00914,PROD003,Yoga Mat,Sports,2,799,180
ITEM002275,ORD00915,PROD013,Coffee Maker,Kitchen,1,3499,850
ITEM002276,ORD00916,PROD001,Wireless Earbuds,Electronics,3,1499,350
ITEM002277,ORD00916,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM002278,ORD00917,PROD005,Smartwatch,Electronics,3,4999,1200
ITEM002279,ORD00917,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM002280,ORD00917,PROD002,Running Shoes,Footwear,1,2999,600
ITEM002281,ORD00918,PROD014,Mouse Pad,Electronics,2,249,50
ITEM002282,ORD00919,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002283,ORD00920,PROD004,Backpack,Bags,1,1899,450
ITEM002284,ORD00920,PROD002,Running Shoes,Footwear,2,2999,600
ITEM002285,ORD00921,PROD002,Running Shoes,Footwear,3,2999,600
ITEM002286,ORD00921,PROD014,Mouse Pad,Electronics,3,249,50
ITEM002287,ORD00922,PROD007,Notebook Set,Stationery,1,199,40
ITEM002288,ORD00922,PROD008,Desk Lamp,Home Decor,2,999,220
ITEM002289,ORD00922,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM002290,ORD00923,PROD004,Backpack,Bags,2,1899,450
ITEM002291,ORD00923,PROD006,Face Wash,Beauty,1,299,60
ITEM002292,ORD00923,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM002293,ORD00923,PROD003,Yoga Mat,Sports,2,799,180
ITEM002294,ORD00924,PROD007,Notebook Set,Stationery,2,199,40
ITEM002295,ORD00925,PROD011,Bluetooth Speaker,Electronics,2,2499,580
ITEM002296,ORD00926,PROD004,Backpack,Bags,1,1899,450
ITEM002297,ORD00926,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM002298,ORD00926,PROD005,Smartwatch,Electronics,3,4999,1200
ITEM002299,ORD00927,PROD010,Sunglasses,Accessories,1,1299,300
ITEM002300,ORD00928,PROD002,Running Shoes,Footwear,3,2999,600
ITEM002301,ORD00929,PROD001,Wireless Earbuds,Electronics,3,1499,350
ITEM002302,ORD00929,PROD003,Yoga Mat,Sports,2,799,180
ITEM002303,ORD00930,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM002304,ORD00930,PROD012,Casual T-Shirt,Clothing,1,599,120
ITEM002305,ORD00930,PROD002,Running Shoes,Footwear,3,2999,600
ITEM002306,ORD00930,PROD007,Notebook Set,Stationery,2,199,40
ITEM002307,ORD00931,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM002308,ORD00931,PROD010,Sunglasses,Accessories,2,1299,300
ITEM002309,ORD00931,PROD015,Moisturizer,Beauty,3,499,100
ITEM002310,ORD00932,PROD003,Yoga Mat,Sports,2,799,180
ITEM002311,ORD00933,PROD004,Backpack,Bags,1,1899,450
ITEM002312,ORD00933,PROD003,Yoga Mat,Sports,3,799,180
ITEM002313,ORD00933,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM002314,ORD00934,PROD005,Smartwatch,Electronics,1,4999,1200
ITEM002315,ORD00934,PROD014,Mouse Pad,Electronics,1,249,50
ITEM002316,ORD00934,PROD004,Backpack,Bags,1,1899,450
ITEM002317,ORD00935,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM002318,ORD00935,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM002319,ORD00935,PROD003,Yoga Mat,Sports,3,799,180
ITEM002320,ORD00936,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM002321,ORD00937,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM002322,ORD00937,PROD003,Yoga Mat,Sports,1,799,180
ITEM002323,ORD00937,PROD007,Notebook Set,Stationery,2,199,40
ITEM002324,ORD00938,PROD005,Smartwatch,Electronics,1,4999,1200
ITEM002325,ORD00938,PROD001,Wireless Earbuds,Electronics,3,1499,350
ITEM002326,ORD00939,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM002327,ORD00939,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM002328,ORD00939,PROD015,Moisturizer,Beauty,2,499,100
ITEM002329,ORD00939,PROD013,Coffee Maker,Kitchen,1,3499,850
ITEM002330,ORD00940,PROD003,Yoga Mat,Sports,1,799,180
ITEM002331,ORD00940,PROD008,Desk Lamp,Home Decor,2,999,220
ITEM002332,ORD00940,PROD004,Backpack,Bags,1,1899,450
ITEM002333,ORD00940,PROD012,Casual T-Shirt,Clothing,2,599,120
ITEM002334,ORD00941,PROD010,Sunglasses,Accessories,1,1299,300
ITEM002335,ORD00941,PROD008,Desk Lamp,Home Decor,2,999,220
ITEM002336,ORD00942,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM002337,ORD00942,PROD010,Sunglasses,Accessories,2,1299,300
