order_id,customer_id,order_date,channel,status,city,discount_pct
ORD00386,CUST0321,2022-09-03,Social Media,Delivered,Kolkata,0
ORD00387,CUST0149,2022-04-24,Social Media,Delivered,Pune,0
ORD00388,CUST0096,2022-04-15,Paid Search,Delivered,Ahmedabad,0
ORD00389,CUST0112,2022-12-17,Direct,Delivered,Hyderabad,0
ORD00390,CUST0137,2023-02-06,Paid Search,Delivered,Pune,0
ORD00391,CUST0425,2022-01-13,Email,Delivered,Delhi,5
ORD00392,CUST0378,2022-02-04,Email,Delivered,Jaipur,0
ORD00393,CUST0349,2022-11-16,Organic,Processing,Chennai,10
ORD00394,CUST0327,2022-11-02,Direct,Delivered,Bangalore,0
ORD00395,CUST0223,2022-11-29,Email,Delivered,Jaipur,5
ORD00396,CUST0005,2022-02-13,Email,Delivered,Hyderabad,5
ORD00397,CUST0477,2023-10-03,Paid Search,Delivered,Delhi,10
ORD00398,CUST0065,2023-05-15,Email,Returned,Mumbai,5
ORD00399,CUST0011,2023-12-07,Direct,Delivered,Delhi,5
ORD00400,CUST0251,2022-07-14,Paid Search,Delivered,Hyderabad,10
ORD00401,CUST0036,2023-06-28,Email,Delivered,Bangalore,5
ORD00402,CUST0260,2023-01-24,Social Media,Delivered,Delhi,10
ORD00403,CUST0370,2022-03-06,Email,Delivered,Kolkata,0
ORD00404,CUST0057,2022-04-09,Email,Delivered,Kolkata,0
ORD00405,CUST0055,2023-05-13,Social Media,Returned,Delhi,15
ORD00406,CUST0320,2023-12-20,Social Media,Delivered,Jaipur,0
ORD00407,CUST0240,2023-10-17,Social Media,Processing,Chennai,5
ORD00408,CUST0407,2023-12-27,Social Media,Delivered,Bangalore,15
ORD00409,CUST0428,2022-11-08,Direct,Delivered,Indore,15
ORD00410,CUST0273,2023-01-30,Social Media,Delivered,Delhi,0
ORD00411,CUST0286,2023-03-02,Social Media,Delivered,Delhi,5
ORD00412,CUST0341,2023-03-14,Email,Delivered,Chennai,10
ORD00413,CUST0337,2022-06-11,Direct,Delivered,Ahmedabad,0
ORD00414,CUST0166,2023-09-16,Organic,Returned,Bangalore,15
ORD00415,CUST0493,2023-04-09,Direct,Delivered,Chennai,10
ORD00416,CUST0114,2022-08-08,Email,Cancelled,Delhi,10
ORD00417,CUST0080,2022-04-07,Paid Search,Delivered,Mumbai,0
ORD00418,CUST0128,2022-08-27,Social Media,Delivered,Indore,0
ORD00419,CUST0167,2023-05-10,Direct,Delivered,Delhi,0
ORD00420,CUST0154,2022-02-08,Paid Search,Returned,Chennai,5
ORD00421,CUST0435,2023-09-09,Email,Delivered,Kolkata,0
ORD00422,CUST0022,2022-11-23,Social Media,Delivered,Hyderabad,15
ORD00423,CUST0498,2023-04-02,Paid Search,Returned,Jaipur,0
ORD00424,CUST0173,2022-03-26,Paid Search,Delivered,Pune,10
ORD00425,CUST0247,2023-07-27,Social Media,Delivered,Delhi,10
ORD00426,CUST0127,2022-09-06,Email,Delivered,Indore,10
ORD00427,CUST0058,2023-11-19,Paid Search,Delivered,Ahmedabad,0
ORD00428,CUST0421,2023-03-29,Direct,Delivered,Chennai,15
ORD00429,CUST0388,2022-03-29,Organic,Processing,Bangalore,0
ORD00430,CUST0008,2022-12-18,Paid Search,Delivered,Ahmedabad,0
ORD00431,CUST0276,2022-08-05,Email,Delivered,Chennai,10
ORD00432,CUST0356,2023-12-17,Social Media,Delivered,Delhi,0
ORD00433,CUST0088,2022-03-03,Social Media,Delivered,Kolkata,15
ORD00434,CUST0339,2022-10-05,Paid Search,Cancelled,Indore,5
ORD00435,CUST0364,2022-04-12,Social Media,Delivered,Bangalore,10
ORD00436,CUST0012,2022-02-10,Paid Search,Delivered,Pune,15
ORD00437,CUST0178,2023-12-02,Organic,Processing,Chennai,10
ORD00438,CUST0132,2023-02-01,Direct,Delivered,Pune,0
ORD00439,CUST0337,2022-05-21,Paid Search,Processing,Ahmedabad,10
ORD00440,CUST0352,2022-08-21,Direct,Cancelled,Delhi,0
ORD00441,CUST0335,2022-05-22,Paid Search,Delivered,Kolkata,10
ORD00442,CUST0466,2022-05-29,Social Media,Processing,Chennai,0
ORD00443,CUST0430,2022-05-30,Paid Search,Processing,Pune,5
ORD00444,CUST0227,2023-10-15,Organic,Delivered,Jaipur,10
ORD00445,CUST0291,2023-09-20,Organic,Delivered,Jaipur,0
ORD00446,CUST0069,2023-05-30,Direct,Delivered,Kolkata,0
ORD00447,CUST0210,2022-01-16,Social Media,Delivered,Delhi,0
ORD00448,CUST0444,2023-09-24,Paid Search,Returned,Kolkata,10
ORD00449,CUST0202,2023-09-19,Organic,Delivered,Pune,0
ORD00450,CUST0266,2023-07-05,Social Media,Delivered,Hyderabad,0
ORD00451,CUST0453,2022-11-08,Paid Search,Cancelled,Indore,15
ORD00452,CUST0425,2023-10-24,Organic,Delivered,Delhi,15
ORD00453,CUST0166,2023-04-07,Paid Search,Cancelled,Bangalore,0
ORD00454,CUST0047,2022-09-14,Email,Delivered,Delhi,0
ORD00455,CUST0231,2023-10-12,Paid Search,Returned,Ahmedabad,10
ORD00456,CUST0282,2023-01-25,Organic,Delivered,Ahmedabad,15
ORD00457,CUST0084,2022-05-29,Organic,Delivered,Chennai,15
ORD00458,CUST0321,2022-07-05,Organic,Delivered,Kolkata,10
ORD00459,CUST0007,2023-04-15,Social Media,Delivered,Kolkata,0
ORD00460,CUST0210,2023-03-29,Social Media,Delivered,Delhi,10
ORD00461,CUST0318,2023-10-06,Organic,Delivered,Chennai,0
ORD00462,CUST0342,2023-08-15,Organic,Processing,Pune,0
ORD00463,CUST0339,2023-12-10,Social Media,Processing,Indore,0
ORD00464,CUST0189,2023-01-24,Paid Search,Delivered,Indore,0
ORD00465,CUST0069,2022-05-05,Social Media,Delivered,Kolkata,10
ORD00466,CUST0374,2023-10-07,Email,Delivered,Bangalore,15
ORD00467,CUST0219,2023-09-16,Direct,Delivered,Ahmedabad,0
ORD00468,CUST0267,2023-10-10,Organic,Delivered,Jaipur,0
ORD00469,CUST0321,2022-05-01,Direct,Delivered,Kolkata,0
ORD00470,CUST0413,2023-10-15,Organic,Delivered,Kolkata,0
ORD00471,CUST0260,2023-07-18,Social Media,Delivered,Delhi,15
ORD00472,CUST0427,2022-06-29,Paid Search,Delivered,Indore,5
ORD00473,CUST0070,2023-05-09,Direct,Delivered,Ahmedabad,0
ORD00474,CUST0476,2022-02-27,Paid Search,Delivered,Jaipur,0
ORD00475,CUST0410,2022-12-29,Paid Search,Delivered,Kolkata,5
ORD00476,CUST0274,2022-06-19,Email,Delivered,Jaipur,0
ORD00477,CUST0450,2022-09-01,Organic,Delivered,Ahmedabad,0
ORD00478,CUST0468,2022-04-05,Direct,Delivered,Bangalore,0
ORD00479,CUST0398,2022-12-02,Organic,Processing,Delhi,10
ORD00480,CUST0106,2022-02-07,Organic,Processing,Chennai,15
ORD00481,CUST0456,2022-02-17,Email,Delivered,Bangalore,0
ORD00482,CUST0389,2022-11-16,Organic,Delivered,Kolkata,0
ORD00483,CUST0061,2022-10-07,Organic,Processing,Pune,10
ORD00484,CUST0106,2023-07-10,Organic,Delivered,Chennai,0
ORD00485,CUST0037,2022-11-15,Organic,Delivered,Mumbai,15
ORD00486,CUST0028,2022-03-30,Direct,Delivered,Pune,15
ORD00487,CUST0160,2022-12-07,Social Media,Delivered,Chennai,5
ORD00488,CUST0048,2023-12-17,Social Media,Returned,Kolkata,5
ORD00489,CUST0133,2023-01-08,Email,Cancelled,Hyderabad,5
ORD00490,CUST0058,2022-12-26,Email,Delivered,Ahmedabad,0
ORD00491,CUST0408,2022-04-20,Email,Delivered,Ahmedabad,5
ORD00492,CUST0318,2022-09-07,Organic,Delivered,Chennai,15
ORD00493,CUST0402,2023-03-22,Organic,Delivered,Hyderabad,15
ORD00494,CUST0059,2023-08-30,Organic,Processing,Kolkata,0
ORD00495,CUST0395,2023-01-24,Organic,Delivered,Pune,0
ORD00496,CUST0388,2022-05-31,Paid Search,Delivered,Bangalore,5
ORD00497,CUST0349,2022-11-21,Paid Search,Processing,Chennai,5
ORD00498,CUST0299,2022-01-09,Paid Search,Delivered,Pune,0
ORD00499,CUST0057,2022-10-16,Paid Search,Delivered,Kolkata,15
ORD00500,CUST0365,2023-01-27,Social Media,Delivered,Mumbai,0
ORD00501,CUST0079,2022-10-23,Organic,Delivered,Delhi,15
ORD00502,CUST0224,2022-05-20,Social Media,Delivered,Jaipur,5
ORD00503,CUST0310,2023-03-12,Paid Search,Returned,Delhi,5
ORD00504,CUST0096,2023-03-11,Paid Search,Delivered,Ahmedabad,15
ORD00505,CUST0138,2023-02-25,Paid Search,Delivered,Chennai,10
ORD00506,CUST0073,2023-06-24,Social Media,Delivered,Jaipur,0
ORD00507,CUST0340,2023-11-16,Social Media,Returned,Delhi,0
ORD00508,CUST0028,2022-12-18,Paid Search,Cancelled,Pune,10
ORD00509,CUST0170,2023-03-08,Organic,Delivered,Hyderabad,10
ORD00510,CUST0402,2023-08-01,Social Media,Delivered,Hyderabad,15
ORD00511,CUST0014,2022-10-21,Direct,Delivered,Kolkata,0
ORD00512,CUST0008,2022-04-25,Email,Delivered,Ahmedabad,0
ORD00513,CUST0401,2023-12-19,Email,Cancelled,Ahmedabad,0
ORD00514,CUST0305,2022-06-07,Organic,Delivered,Chennai,15
ORD00515,CUST0432,2022-12-20,Paid Search,Returned,Jaipur,0
ORD00516,CUST0238,2023-02-13,Organic,Delivered,Jaipur,5
ORD00517,CUST0446,2023-03-22,Direct,Delivered,Mumbai,15
ORD00518,CUST0493,2023-06-27,Direct,Delivered,Chennai,5
ORD00519,CUST0471,2023-10-30,Email,Delivered,Indore,10
ORD00520,CUST0384,2022-09-05,Social Media,Processing,Chennai,0
ORD00521,CUST0345,2022-01-09,Paid Search,Delivered,Bangalore,15
ORD00522,CUST0180,2022-08-13,Organic,Delivered,Jaipur,10
ORD00523,CUST0327,2022-05-05,Direct,Delivered,Bangalore,15
ORD00524,CUST0290,2022-07-09,Organic,Delivered,Chennai,15
ORD00525,CUST0328,2023-04-10,Direct,Returned,Bangalore,0
ORD00526,CUST0142,2022-03-05,Direct,Delivered,Delhi,5
ORD00527,CUST0202,2022-07-02,Organic,Delivered,Pune,5
ORD00528,CUST0038,2022-03-14,Direct,Delivered,Bangalore,15
ORD00529,CUST0200,2022-09-30,Direct,Delivered,Bangalore,10
ORD00530,CUST0245,2023-03-23,Social Media,Delivered,Chennai,15
ORD00531,CUST0479,2023-01-03,Organic,Processing,Kolkata,15
ORD00532,CUST0437,2022-12-15,Paid Search,Returned,Indore,15
ORD00533,CUST0091,2023-07-22,Social Media,Delivered,Bangalore,5
ORD00534,CUST0323,2023-12-07,Paid Search,Delivered,Jaipur,0
ORD00535,CUST0304,2022-09-02,Social Media,Delivered,Hyderabad,5
ORD00536,CUST0173,2022-02-13,Social Media,Delivered,Pune,15
ORD00537,CUST0120,2022-03-15,Organic,Delivered,Ahmedabad,5
ORD00538,CUST0024,2022-09-06,Social Media,Cancelled,Kolkata,0
ORD00539,CUST0088,2023-08-29,Email,Delivered,Kolkata,10
ORD00540,CUST0113,2022-03-06,Email,Processing,Kolkata,15
ORD00541,CUST0062,2023-12-02,Direct,Delivered,Jaipur,0
ORD00542,CUST0172,2022-03-06,Organic,Delivered,Kolkata,15
ORD00543,CUST0284,2022-06-18,Organic,Returned,Chennai,10
ORD00544,CUST0042,2022-01-07,Direct,Delivered,Delhi,10
ORD00545,CUST0214,2023-12-12,Social Media,Delivered,Ahmedabad,5
ORD00546,CUST0020,2023-09-03,Social Media,Delivered,Indore,0
ORD00547,CUST0003,2023-07-26,Direct,Processing,Kolkata,10
ORD00548,CUST0260,2022-08-13,Paid Search,Delivered,Delhi,0
ORD00549,CUST0082,2023-11-18,Social Media,Delivered,Hyderabad,5
ORD00550,CUST0172,2023-09-24,Direct,Delivered,Kolkata,0
ORD00551,CUST0459,2022-08-29,Organic,Delivered,Ahmedabad,0
ORD00552,CUST0051,2022-08-31,Organic,Delivered,Pune,0
ORD00553,CUST0233,2022-07-02,Organic,Delivered,Bangalore,0
ORD00554,CUST0355,2023-08-06,Organic,Cancelled,Hyderabad,5
ORD00555,CUST0088,2022-12-18,Social Media,Returned,Kolkata,15
ORD00556,CUST0296,2023-07-21,Direct,Delivered,Bangalore,0
ORD00557,CUST0429,2023-04-19,Email,Delivered,Indore,0
ORD00558,CUST0457,2023-08-29,Direct,Delivered,Mumbai,0
ORD00559,CUST0376,2023-06-01,Social Media,Delivered,Pune,15
ORD00560,CUST0232,2023-05-23,Email,Delivered,Mumbai,5
ORD00561,CUST0184,2022-10-30,Organic,Delivered,Hyderabad,0
ORD00562,CUST0440,2023-08-08,Paid Search,Delivered,Bangalore,15
ORD00563,CUST0095,2023-01-15,Organic,Cancelled,Hyderabad,0
ORD00564,CUST0386,2022-10-04,Organic,Cancelled,Chennai,15
ORD00565,CUST0485,2023-11-22,Paid Search,Delivered,Chennai,0
ORD00566,CUST0332,2023-07-27,Email,Delivered,Bangalore,0
ORD00567,CUST0277,2022-04-27,Organic,Delivered,Delhi,0
ORD00568,CUST0349,2023-03-10,Paid Search,Delivered,Chennai,10
ORD00569,CUST0273,2023-11-26,Email,Processing,Delhi,0
ORD00570,CUST0042,2023-02-05,Organic,Delivered,Delhi,15
ORD00571,CUST0078,2022-07-29,Paid Search,Delivered,Delhi,0
ORD00572,CUST0178,2023-03-07,Organic,Delivered,Chennai,0
ORD00573,CUST0297,2022-12-18,Social Media,Returned,Jaipur,5
ORD00574,CUST0068,2022-11-10,Organic,Delivered,Chennai,0
ORD00575,CUST0181,2022-10-19,Social Media,Delivered,Hyderabad,0
ORD00576,CUST0083,2022-09-01,Direct,Delivered,Bangalore,5
ORD00577,CUST0190,2022-07-08,Organic,Delivered,Chennai,0
ORD00578,CUST0230,2023-07-07,Organic,Delivered,Hyderabad,5
ORD00579,CUST0476,2022-11-24,Social Media,Delivered,Jaipur,15
ORD00580,CUST0243,2022-10-24,Email,Cancelled,Pune,0
ORD00581,CUST0375,2023-05-06,Social Media,Delivered,Indore,0
ORD00582,CUST0317,2022-08-14,Social Media,Delivered,Indore,10
ORD00583,CUST0043,2023-07-06,Paid Search,Delivered,Chennai,10
ORD00584,CUST0185,2023-02-12,Paid Search,Delivered,Pune,0
ORD00585,CUST0180,2022-11-12,Email,Delivered,Jaipur,5
ORD00586,CUST0497,2023-03-11,Organic,Delivered,Ahmedabad,5
ORD00587,CUST0388,2023-01-20,Paid Search,Cancelled,Bangalore,5
ORD00588,CUST0285,2023-04-19,Email,Delivered,Kolkata,5
ORD00589,CUST0428,2023-08-23,Paid Search,Delivered,Indore,0
ORD00590,CUST0490,2023-10-18,Paid Search,Delivered,Ahmedabad,15
ORD00591,CUST0392,2022-10-11,Social Media,Delivered,Mumbai,0
ORD00592,CUST0419,2022-05-03,Organic,Delivered,Delhi,10
ORD00593,CUST0237,2023-12-11,Organic,Delivered,Jaipur,15
ORD00594,CUST0149,2022-10-26,Organic,Delivered,Pune,0
ORD00595,CUST0386,2022-06-21,Email,Delivered,Chennai,15
ORD00596,CUST0274,2023-08-17,Organic,Delivered,Jaipur,5
ORD00597,CUST0053,2022-08-12,Email,Returned,Hyderabad,10
ORD00598,CUST0426,2023-06-23,Paid Search,Delivered,Kolkata,0
ORD00599,CUST0246,2022-12-23,Email,Cancelled,Delhi,10
ORD00600,CUST0364,2022-11-08,Email,Delivered,Bangalore,15
ORD00601,CUST0353,2022-08-21,Direct,Delivered,Ahmedabad,0
ORD00602,CUST0388,2023-03-18,Organic,Returned,Bangalore,10
ORD00603,CUST0031,2023-04-26,Paid Search,Delivered,Indore,15
ORD00604,CUST0387,2022-04-09,Social Media,Delivered,Delhi,0
ORD00605,CUST0344,2022-12-26,Organic,Delivered,Hyderabad,0
ORD00606,CUST0179,2022-12-27,Email,Delivered,Jaipur,10
ORD00607,CUST0051,2023-08-16,Organic,Delivered,Pune,0
ORD00608,CUST0462,2023-07-05,Organic,Delivered,Ahmedabad,10
ORD00609,CUST0244,2023-01-11,Direct,Delivered,Pune,0
ORD00610,CUST0110,2023-06-11,Email,Delivered,Kolkata,5
ORD00611,CUST0070,2023-05-23,Email,Delivered,Ahmedabad,5
ORD00612,CUST0234,2023-09-07,Organic,Delivered,Chennai,5
ORD00613,CUST0481,2023-11-27,Paid Search,Delivered,Delhi,5
ORD00614,CUST0044,2022-05-03,Social Media,Processing,Delhi,15
ORD00615,CUST0187,2022-07-23,Organic,Returned,Indore,15
ORD00616,CUST0393,2023-08-19,Social Media,Delivered,Jaipur,5
ORD00617,CUST0249,2023-06-08,Organic,Delivered,Chennai,5
ORD00618,CUST0016,2022-04-12,Organic,Delivered,Ahmedabad,0
ORD00619,CUST0310,2023-11-27,Social Media,Returned,Delhi,15
ORD00620,CUST0104,2022-10-28,Paid Search,Cancelled,Delhi,10
ORD00621,CUST0197,2023-04-06,Paid Search,Delivered,Mumbai,10
ORD00622,CUST0085,2023-05-19,Paid Search,Delivered,Chennai,15
ORD00623,CUST0277,2023-08-09,Organic,Delivered,Delhi,10
ORD00624,CUST0393,2022-10-19,Organic,Returned,Jaipur,0
ORD00625,CUST0392,2023-10-03,Paid Search,Delivered,Mumbai,0
ORD00626,CUST0127,2022-08-29,Organic,Delivered,Indore,0
ORD00627,CUST0167,2022-02-08,Social Media,Delivered,Delhi,0
ORD00628,CUST0163,2023-01-22,Organic,Delivered,Jaipur,0
ORD00629,CUST0086,2023-09-22,Paid Search,Returned,Jaipur,0
ORD00630,CUST0136,2022-02-18,Organic,Delivered,Indore,0
ORD00631,CUST0304,2022-12-11,Social Media,Delivered,Hyderabad,0
ORD00632,CUST0259,2022-11-04,Paid Search,Delivered,Chennai,10
ORD00633,CUST0452,2022-01-20,Organic,Processing,Delhi,15
ORD00634,CUST0480,2023-10-16,Organic,Delivered,Pune,5
ORD00635,CUST0351,2022-11-04,Organic,Delivered,Chennai,0
ORD00636,CUST0308,2022-08-30,Organic,Returned,Bangalore,0
ORD00637,CUST0217,2023-10-25,Organic,Delivered,Delhi,0
ORD00638,CUST0338,2023-07-18,Organic,Delivered,Chennai,0
ORD00639,CUST0161,2023-09-09,Direct,Delivered,Bangalore,0
ORD00640,CUST0121,2022-04-25,Social Media,Delivered,Bangalore,10
ORD00641,CUST0255,2022-04-03,Email,Delivered,Bangalore,10
ORD00642,CUST0413,2022-08-30,Organic,Delivered,Kolkata,5
ORD00643,CUST0274,2023-01-19,Social Media,Delivered,Jaipur,0
ORD00644,CUST0451,2022-05-29,Email,Delivered,Bangalore,10
ORD00645,CUST0410,2022-02-25,Paid Search,Delivered,Kolkata,15
ORD00646,CUST0063,2023-07-02,Paid Search,Cancelled,Delhi,5
ORD00647,CUST0047,2022-08-30,Direct,Delivered,Delhi,15
ORD00648,CUST0444,2022-03-24,Email,Cancelled,Kolkata,0
ORD00649,CUST0034,2022-12-27,Paid Search,Delivered,Chennai,0
ORD00650,CUST0228,2023-10-19,Organic,Delivered,Chennai,10
ORD00651,CUST0081,2022-09-13,Social Media,Returned,Bangalore,0
ORD00652,CUST0448,2022-05-17,Email,Returned,Chennai,0
ORD00653,CUST0094,2023-02-07,Direct,Cancelled,Indore,15
ORD00654,CUST0499,2023-04-19,Direct,Delivered,Jaipur,10
ORD00655,CUST0134,2022-06-02,Organic,Delivered,Indore,0
ORD00656,CUST0270,2023-03-22,Organic,Delivered,Delhi,0
ORD00657,CUST0067,2023-03-18,Direct,Delivered,Pune,15
ORD00658,CUST0093,2023-02-23,Direct,Delivered,Ahmedabad,5
ORD00659,CUST0299,2023-12-02,Direct,Processing,Pune,5
ORD00660,CUST0363,2023-03-10,Organic,Delivered,Hyderabad,0
ORD00661,CUST0481,2023-11-18,Paid Search,Delivered,Delhi,0
ORD00662,CUST0344,2023-01-15,Organic,Delivered,Hyderabad,0
ORD00663,CUST0477,2022-12-14,Social Media,Delivered,Delhi,0
ORD00664,CUST0447,2022-10-15,Direct,Delivered,Chennai,0
ORD00665,CUST0458,2022-06-18,Direct,Delivered,Jaipur,15
ORD00666,CUST0097,2022-06-02,Organic,Delivered,Ahmedabad,0
ORD00667,CUST0240,2023-03-23,Direct,Delivered,Chennai,0
ORD00668,CUST0288,2023-05-12,Organic,Delivered,Delhi,0
ORD00669,CUST0422,2022-10-07,Social Media,Delivered,Kolkata,5
ORD00670,CUST0394,2023-05-26,Paid Search,Delivered,Pune,15
ORD00671,CUST0202,2023-01-18,Paid Search,Delivered,Pune,5
ORD00672,CUST0338,2023-05-07,Organic,Processing,Chennai,15
ORD00673,CUST0376,2023-08-06,Organic,Delivered,Pune,0
ORD00674,CUST0037,2023-07-15,Organic,Returned,Mumbai,5
ORD00675,CUST0199,2023-02-17,Organic,Delivered,Indore,5
ORD00676,CUST0309,2022-05-15,Social Media,Delivered,Kolkata,5
ORD00677,CUST0308,2023-03-10,Paid Search,Delivered,Bangalore,0
ORD00678,CUST0323,2023-03-13,Social Media,Processing,Jaipur,15
ORD00679,CUST0332,2023-12-04,Social Media,Delivered,Bangalore,0
ORD00680,CUST0224,2022-03-23,Direct,Returned,Jaipur,10
ORD00681,CUST0283,2022-03-20,Organic,Delivered,Chennai,0
ORD00682,CUST0339,2023-08-06,Organic,Delivered,Indore,0
ORD00683,CUST0092,2022-07-06,Paid Search,Delivered,Delhi,5
ORD00684,CUST0175,2022-07-11,Email,Delivered,Indore,15
ORD00685,CUST0274,2022-01-19,Organic,Delivered,Jaipur,5
ORD00686,CUST0355,2023-02-19,Social Media,Processing,Hyderabad,15
ORD00687,CUST0070,2022-01-15,Organic,Processing,Ahmedabad,0
ORD00688,CUST0333,2022-05-29,Social Media,Returned,Pune,0
ORD00689,CUST0395,2023-04-20,Organic,Delivered,Pune,0
ORD00690,CUST0228,2023-05-12,Organic,Delivered,Chennai,5
ORD00691,CUST0323,2024-01-01,Social Media,Delivered,Jaipur,0
ORD00692,CUST0263,2023-08-29,Organic,Delivered,Chennai,10
ORD00693,CUST0456,2023-04-30,Social Media,Delivered,Bangalore,5
ORD00694,CUST0224,2022-01-22,Organic,Delivered,Jaipur,0
ORD00695,CUST0301,2023-12-03,Social Media,Delivered,Kolkata,0
ORD00696,CUST0492,2023-03-03,Direct,Delivered,Jaipur,0
ORD00697,CUST0045,2023-11-15,Social Media,Delivered,Jaipur,5
ORD00698,CUST0286,2022-02-18,Direct,Delivered,Delhi,0
ORD00699,CUST0424,2023-05-31,Organic,Delivered,Kolkata,10
ORD00700,CUST0062,2023-07-30,Direct,Returned,Jaipur,0
ORD00701,CUST0459,2022-06-04,Organic,Processing,Ahmedabad,5
ORD00702,CUST0500,2022-04-19,Social Media,Delivered,Hyderabad,0
ORD00703,CUST0061,2022-07-30,Email,Returned,Pune,5
ORD00704,CUST0332,2023-01-08,Email,Delivered,Bangalore,5
ORD00705,CUST0175,2022-10-21,Paid Search,Returned,Indore,0
ORD00706,CUST0126,2022-06-05,Paid Search,Delivered,Bangalore,5
ORD00707,CUST0227,2022-05-30,Email,Processing,Jaipur,0
ORD00708,CUST0162,2023-02-16,Paid Search,Delivered,Jaipur,15
ORD00709,CUST0030,2023-10-09,Email,Cancelled,Pune,15
ORD00710,CUST0005,2022-10-14,Paid Search,Delivered,Hyderabad,10
ORD00711,CUST0334,2023-03-29,Social Media,Returned,Delhi,0
ORD00712,CUST0172,2023-02-04,Paid Search,Delivered,Kolkata,10
ORD00713,CUST0175,2023-10-13,Direct,Delivered,Indore,0
ORD00714,CUST0372,2023-03-09,Organic,Delivered,Chennai,15
ORD00715,CUST0182,2022-05-07,Social Media,Delivered,Kolkata,0
ORD00716,CUST0378,2022-01-06,Direct,Delivered,Jaipur,15
ORD00717,CUST0180,2022-11-03,Social Media,Delivered,Jaipur,5
ORD00718,CUST0054,2022-12-02,Paid Search,Delivered,Delhi,15
ORD00719,CUST0042,2022-04-05,Direct,Delivered,Delhi,5
ORD00720,CUST0190,2023-11-25,Direct,Delivered,Chennai,15
ORD00721,CUST0375,2023-03-03,Organic,Delivered,Indore,0
ORD00722,CUST0442,2023-06-26,Organic,Delivered,Pune,15
ORD00723,CUST0484,2023-07-27,Direct,Delivered,Bangalore,0
ORD00724,CUST0268,2022-06-06,Paid Search,Delivered,Ahmedabad,0
ORD00725,CUST0015,2022-05-27,Paid Search,Processing,Delhi,0
ORD00726,CUST0094,2023-05-16,Social Media,Delivered,Indore,0
ORD00727,CUST0247,2023-08-10,Email,Delivered,Delhi,15
ORD00728,CUST0259,2023-10-14,Organic,Delivered,Chennai,0
ORD00729,CUST0199,2022-08-27,Direct,Delivered,Indore,15
ORD00730,CUST0293,2023-10-08,Social Media,Delivered,Indore,10
ORD00731,CUST0491,2023-08-07,Social Media,Delivered,Pune,15
ORD00732,CUST0493,2022-01-20,Email,Returned,Chennai,10
ORD00733,CUST0311,2022-11-25,Paid Search,Delivered,Bangalore,0
ORD00734,CUST0047,2022-04-28,Organic,Delivered,Delhi,0
ORD00735,CUST0079,2022-11-11,Direct,Delivered,Delhi,15
ORD00736,CUST0164,2022-05-26,Direct,Cancelled,Ahmedabad,0
ORD00737,CUST0122,2023-05-20,Paid Search,Delivered,Mumbai,5
ORD00738,CUST0468,2022-01-20,Organic,Returned,Bangalore,15
ORD00739,CUST0209,2023-04-02,Social Media,Delivered,Bangalore,0
ORD00740,CUST0277,2022-06-22,Direct,Delivered,Delhi,0
ORD00741,CUST0493,2023-09-28,Organic,Cancelled,Chennai,0
ORD00742,CUST0195,2022-12-26,Social Media,Delivered,Indore,15
ORD00743,CUST0036,2022-11-04,Social Media,Returned,Bangalore,15
ORD00744,CUST0144,2023-03-19,Direct,Delivered,Indore,15
ORD00745,CUST0134,2023-12-26,Paid Search,Delivered,Indore,10
ORD00746,CUST0331,2022-01-03,Paid Search,Cancelled,Mumbai,15
ORD00747,CUST0404,2023-10-27,Organic,Returned,Mumbai,15
ORD00748,CUST0345,2022-05-07,Paid Search,Delivered,Bangalore,15
ORD00749,CUST0190,2022-07-17,Email,Delivered,Chennai,15
ORD00750,CUST0321,2022-11-07,Direct,Delivered,Kolkata,5
ORD00751,CUST0311,2022-08-03,Direct,Delivered,Bangalore,0
ORD00752,CUST0292,2023-05-28,Email,Delivered,Chennai,10
ORD00753,CUST0066,2022-03-08,Direct,Cancelled,Mumbai,15
ORD00754,CUST0435,2023-11-26,Social Media,Delivered,Kolkata,15
ORD00755,CUST0453,2023-04-10,Social Media,Processing,Indore,0
ORD00756,CUST0222,2023-02-21,Paid Search,Delivered,Pune,0
ORD00757,CUST0143,2023-03-07,Paid Search,Cancelled,Hyderabad,0
ORD00758,CUST0491,2022-03-18,Paid Search,Delivered,Pune,15
ORD00759,CUST0246,2023-03-19,Email,Processing,Delhi,0
ORD00760,CUST0056,2023-04-30,Organic,Delivered,Bangalore,0
ORD00761,CUST0318,2023-03-26,Paid Search,Delivered,Chennai,0
ORD00762,CUST0194,2022-11-17,Organic,Cancelled,Mumbai,5
ORD00763,CUST0155,2023-09-18,Social Media,Delivered,Ahmedabad,5
ORD00764,CUST0120,2023-09-06,Paid Search,Returned,Ahmedabad,10
ORD00765,CUST0052,2022-12-14,Social Media,Delivered,Pune,0
ORD00766,CUST0007,2023-09-02,Email,Delivered,Kolkata,10
ORD00767,CUST0327,2023-06-06,Email,Delivered,Bangalore,0
ORD00768,CUST0066,2022-11-16,Paid Search,Cancelled,Mumbai,0
ORD00769,CUST0176,2022-10-26,Social Media,Delivered,Jaipur,0
ORD00770,CUST0217,2022-12-19,Direct,Returned,Delhi,0
ORD00771,CUST0244,2023-12-13,Social Media,Delivered,Pune,0
ORD00772,CUST0233,2022-02-13,Social Media,Delivered,Bangalore,0
ORD00773,CUST0414,2023-01-20,Email,Delivered,Mumbai,0
